price,time,status,movingAvg
9.998215997703529,0,0,9.998215997703529
10.012310811494046,1,0,10.005263404598788
10.057630617472215,2,0,10.022719142223265
10.086179044458921,3,0,10.038584117782179
10.117552013368673,4,0,10.054377696899477
10.169526397360892,5,0,10.07356914697638
10.146257422654784,6,0,10.08395318635901
10.110352344843912,7,0,10.087253081169623
10.137516755279961,8,0,10.09283793384855
10.121520578964345,9,0,10.09570619836013
10.148103840475565,10,0,10.100469620370625
10.14356756541013,11,0,10.104061115790584
10.088570015207615,12,0,10.102869492668816
10.075554054159191,13,0,10.10091838991813
10.10491834665967,14,0,10.101185053700899
10.158709677840918,15,0,10.104780342709649
10.168955298325475,16,0,10.108555340098816
10.189984628606297,17,0,10.113079189460343
10.181255905930811,18,0,10.11666743769563
10.17710626407204,19,0,10.119689379014451
10.17027911280635,20,0,10.122098413956923
10.148398924316844,21,0,10.123293891700555
10.184783749547275,22,0,10.125967363780848
10.162963091518202,23,0,10.127508852436572
10.131244125319935,24,0,10.127658263351908
10.102183326549067,25,0,10.126678458090261
10.068855337285001,26,0,10.1245368610234
10.096782933996876,27,0,10.12354564934388
10.150738197433672,28,0,10.12448332341594
10.147400443252954,29,0,10.125247227410508
10.123260968621036,30,0,10.125183154546331
10.15577023924269,31,0,10.126139000943093
10.103673083579835,32,0,10.125458215568448
10.127611335488059,33,0,10.125521542624908
10.125238502696892,34,0,10.125513455769822
10.15381290767033,35,0,10.126299551655947
10.114655866508478,36,0,10.125984857462772
10.096624815591142,37,0,10.12521222478194
10.063112487084823,38,0,10.123619923815347
10.046669670662862,39,0,10.121696167486537
9.987707478322312,40,0,10.118428150677651
9.941471002291086,41,0,10.114214885239877
9.904483231470033,42,0,10.109337404919646
9.92809107506645,43,0,10.105218170150255
9.905149161637382,44,0,10.100772192183303
9.962049010283364,45,0,10.097756470837652
9.938318893955772,46,0,10.094364181967824
9.937964515272263,47,0,10.091105855578332
9.989287189145106,48,0,10.089027923610306
9.972424462873535,49,0,10.086695854395572
9.951672256673238,50,0,10.084048332871605
9.978039153793874,51,0,10.082009694812418
9.995754721611027,52,0,10.080382242487863
10.017221037945207,53,0,10.079212590551888
10.007981995452027,54,0,10.0779174888228
9.989420139589507,55,0,10.076337179015061
9.9783396624571,56,0,10.074617924338606
9.976818220936556,57,0,10.072931722555813
9.939186274991078,58,0,10.07066485056319
9.944565094276244,59,0,10.068563187958409
9.96861641708076,60,0,10.066924716304676
9.928636980230221,61,0,10.064694268948637
9.954827972531588,62,0,10.062950359481698
9.962592688355613,63,0,10.061382270870354
9.950985898617487,64,0,10.059683865143386
9.904947553140666,65,0,10.057339375567587
9.95946764979775,66,0,10.05587860354117
9.937382078351513,67,0,10.0541360075825
9.898311223539794,68,0,10.051877677378982
9.88889243058898,69,0,10.049549316710554
9.907431542585087,70,0,10.047547657920054
9.922631662509607,71,0,10.045812713539354
9.909204108762248,72,0,10.043941362788981
9.876660192420772,73,0,10.041680806432653
9.895047523068946,74,0,10.039725695987805
9.85811788035075,75,0,10.037336119466266
9.865052193855538,76,0,10.035098665886906
9.878409914202141,77,0,10.033089835737101
9.91215267574044,78,0,10.031558985610562
9.94231110746378,79,0,10.030443387133726
9.979329359698824,80,0,10.029812349757988
9.985845595140843,81,0,10.029276169823634
10.023887129104489,82,0,10.0292112416222
10.010087892019218,83,0,10.028983582698354
10.051527703520538,84,0,10.029248807649203
10.025841852865161,85,0,10.0292091918959
9.987760001585857,86,0,10.028732764421072
9.97890191495596,87,0,10.028166504768059
9.95619382210513,88,0,10.027357822940386
9.911510615813345,89,0,10.026070631750086
9.89101379785162,90,0,10.024586490718235
9.943846637405729,91,1,10.023708883617013
9.893114352055582,92,0,10.02230464134216
9.882923341351296,93,0,10.020821861555023
9.924503889135929,94,0,10.019807988161137
9.927183744256252,95,0,10.018843152287127
9.93487729371851,96,0,10.017977524879203
9.988661448084985,97,0,10.017678381238445
10.040613368023584,98,0,10.017910047771629
9.999030209805726,99,0,10.01772124939197
10.053151941613566,100,0,10.018072048324857
10.079152455117041,101,0,10.018670875842428
10.101692804371803,102,0,10.01947691398349
10.161453266791447,103,0,10.020842071222027
10.111291972273982,104,0,10.021703498851092
10.1214827678019,105,0,10.02264481270912
10.174860733329044,106,0,10.024067391406502
10.120320296014649,107,0,10.024958622004725
10.141331117661906,108,0,10.02602625957956
10.150212933963893,109,0,10.027155229346691
10.191895481047311,110,0,10.02863937575841
10.141949888234675,111,0,10.029651076762661
10.19247038219898,112,0,10.031091955571831
10.2028579664699,113,0,10.032598674965676
10.202142349013306,114,0,10.03407296778348
10.233157497891593,115,0,10.035789213732688
10.19122561181085,116,0,10.037117729955579
10.15282305848499,117,0,10.038098283587184
10.188723111027691,118,0,10.039364038439624
10.231825382905589,119,0,10.04096788297684
10.192080898957318,120,0,10.042216750877506
10.234392334939054,121,0,10.043791960582928
10.214710743488352,122,0,10.045181544183784
10.236090800663401,123,0,10.046721134961844
10.257784078696544,124,0,10.048409638511721
10.298734023236046,125,0,10.050396339977786
10.257115412736365,126,0,10.052024049212106
10.267906028205593,127,0,10.053710627172991
10.2727278481072,128,0,10.05540843508721
10.3202786726565,129,0,10.057445898453128
10.2950941213222,130,0,10.059260007024648
10.28342245869899,131,0,10.060958207416121
10.288057570986958,132,0,10.06266572142793
10.249447990109545,133,0,10.064059618955405
10.28721535853464,134,0,10.06571262443377
10.265920398338165,135,0,10.067184740418362
10.264603694503194,136,0,10.068625754681754
10.26019944587954,137,0,10.070013969835362
10.275549818946024,138,0,10.07149264500882
10.258998806705854,139,0,10.072831974735228
10.237004431586898,140,0,10.073996318400843
10.250908017086076,141,0,10.075242175433837
10.212549172135562,142,0,10.076202364221961
10.2705635345774,143,0,10.07755209457165
10.313602313233227,144,0,10.079180027114145
10.311804228383194,145,0,10.080773343561193
10.341961023517955,146,0,10.082550130499675
10.291337132153924,147,0,10.083960853483825
10.259957718465085,148,0,10.085142040497121
10.239569574102857,149,0,10.086171557387827
10.284247825138214,150,0,10.087483320750412
10.315460304013857,151,0,10.088983169324512
10.276637994383748,152,0,10.090209671449083
10.310701801451689,153,0,10.091641438527022
10.355379233069023,154,0,10.093342972685356
10.347258839546914,155,0,10.09497063849857
10.308905043719312,156,0,10.09633327802227
10.338015460113503,157,0,10.097862912086137
10.345097662749286,158,0,10.099417847624899
10.358224483621271,159,0,10.101035389099877
10.404639212915612,160,0,10.102921127136
10.431213795566736,161,0,10.104947625089276
10.438148965384935,162,0,10.10699180509109
10.459082820867085,163,0,10.109138701528748
10.469212371339081,164,0,10.111320966194265
10.448287552097604,165,0,10.113350885386453
10.454694351492066,166,0,10.115394858237384
10.448256970902984,167,0,10.117376180336583
10.414782409438605,168,0,10.119135980508785
10.41254116657944,169,0,10.120861893368023
